respondent_id,group,item_01,item_02,item_03,item_04,item_05,item_06,item_07,item_08,item_09,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20
R0591,focal,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R0592,focal,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1
R0593,focal,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0594,focal,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
R0595,focal,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
R0596,focal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0597,focal,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
R0598,focal,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
R0599,focal,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
R0600,focal,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
R0601,focal,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R0602,focal,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
R0603,focal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0604,focal,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0605,focal,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
R0606,focal,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
R0607,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
R0608,focal,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
R0609,focal,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
R0610,focal,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
R0611,focal,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0
R0612,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
R0613,focal,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
R0614,focal,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R0615,focal,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0
R0616,focal,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
R0617,focal,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
R0618,focal,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
R0619,focal,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0
R0620,focal,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
R0621,focal,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
R0622,focal,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
R0623,focal,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
R0624,focal,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
R0625,focal,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
R0626,focal,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
R0627,focal,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0
R0628,focal,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0
R0629,focal,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
R0630,focal,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
R0631,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
R0632,focal,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
R0633,focal,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
R0634,focal,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
R0635,focal,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
R0636,focal,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
R0637,focal,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
R0638,focal,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
R0639,focal,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
R0640,focal,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
R0641,focal,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
R0642,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
R0643,focal,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
R0644,focal,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
R0645,focal,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
R0646,focal,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
R0647,focal,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
R0648,focal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0649,focal,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R0650,focal,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
R0651,focal,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R0652,focal,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
R0653,focal,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
R0654,focal,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
R0655,focal,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
R0656,focal,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0
R0657,focal,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0
R0658,focal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0659,focal,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
R0660,focal,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
R0661,focal,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0
R0662,focal,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
R0663,focal,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1
R0664,focal,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
R0665,focal,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0
R0666,focal,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
R0667,focal,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R0668,focal,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
R0669,focal,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0
R0670,focal,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R0671,focal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0672,focal,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
R0673,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
R0674,focal,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
R0675,focal,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
R0676,focal,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R0677,focal,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
R0678,focal,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0
R0679,focal,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1
R0680,focal,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
R0681,focal,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0682,focal,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0
R0683,focal,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
R0684,focal,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
R0685,focal,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
R0686,focal,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
R0687,focal,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
R0688,focal,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
R0689,focal,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R0690,focal,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
R0691,focal,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
R0692,focal,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
R0693,focal,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
R0694,focal,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
R0695,focal,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
R0696,focal,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
R0697,focal,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
R0698,focal,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
R0699,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
R0700,focal,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0
R0701,focal,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0702,focal,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
R0703,focal,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R0704,focal,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
R0705,focal,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
R0706,focal,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
R0707,focal,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R0708,focal,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
R0709,focal,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0
R0710,focal,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
R0711,focal,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
R0712,focal,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
R0713,focal,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
R0714,focal,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0
R0715,focal,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
R0716,focal,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
R0717,focal,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R0718,focal,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R0719,focal,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0
R0720,focal,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0
R0721,focal,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
R0722,focal,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
R0723,focal,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
R0724,focal,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
R0725,focal,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
R0726,focal,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
R0727,focal,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0
R0728,focal,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
R0729,focal,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
R0730,focal,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0
R0731,focal,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
R0732,focal,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
R0733,focal,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
R0734,focal,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
R0735,focal,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0
R0736,focal,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0737,focal,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R0738,focal,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
R0739,focal,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0
R0740,focal,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R0741,focal,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R0742,focal,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
R0743,focal,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
R0744,focal,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
R0745,focal,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
R0746,focal,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R0747,focal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0748,focal,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0
R0749,focal,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
R0750,focal,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
R0751,focal,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0
R0752,focal,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
R0753,focal,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0754,focal,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
R0755,focal,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0
R0756,focal,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
R0757,focal,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
R0758,focal,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
R0759,focal,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
R0760,focal,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
R0761,focal,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
R0762,focal,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
R0763,focal,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
R0764,focal,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
R0765,focal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0766,focal,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
R0767,focal,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1
R0768,focal,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
R0769,focal,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
R0770,focal,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0
R0771,focal,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
R0772,focal,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
R0773,focal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R0774,focal,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
R0775,focal,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
R0776,focal,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
R0777,focal,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
R0778,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
R0779,focal,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
R0780,focal,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0
R0781,focal,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
R0782,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
R0783,focal,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
R0784,focal,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
R0785,focal,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1
R0786,focal,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
R0787,focal,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
R0788,focal,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
R0789,focal,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
R0790,focal,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R0791,focal,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
R0792,focal,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
R0793,focal,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0
R0794,focal,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
R0795,focal,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
R0796,focal,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
R0797,focal,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R0798,focal,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
R0799,focal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0800,focal,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0
